,year,publisher,total_sales,critic_score,highestSales,lowestSales,highestScore,lowestScore
259,2003,Capcom,0.1890909090909091,6.4363636363636365,Viewtiful Joe,Auto Modellista,Viewtiful Joe,Disney's Hide & Sneak
260,2003,DSI Games,0.01,7.2,Freekstyle,Freekstyle,Freekstyle,Freekstyle
261,2003,"Destination Software, Inc",0.025,7.1,Gekido Advance: Kintaro's Revenge,F1 2002,Gekido Advance: Kintaro's Revenge,F1 2002
262,2003,EA Sports,2.332,7.74,Madden NFL 2004,Rugby 2004,Madden NFL 2004,Rugby 2004
263,2003,EA Sports BIG,0.38999999999999996,9.033333333333333,NBA Street Vol. 2,Def Jam Vendetta,SSX 3,Def Jam Vendetta
264,2003,Eidos Interactive,0.41,7.6000000000000005,Backyard Wrestling: Don't Try This at Home,Hitman 2: Silent Assassin,Deus Ex: Invisible War,Backyard Wrestling: Don't Try This at Home
265,2003,Electronic Arts,1.9281818181818182,6.972727272727273,Need for Speed Underground,Command & Conquer: Generals,Freedom Fighters,Disney's Party
266,2003,Encore,0.005,4.9,Grooverider: Slot Car Thunder,Daredevil,Daredevil,Grooverider: Slot Car Thunder
267,2003,Gathering of Developers,0.015,8.55,Railroad Tycoon 3,Tropico 2: Pirate Cove,Railroad Tycoon 3,Tropico 2: Pirate Cove
268,2003,Gotham Games,0.08,6.3,Conflict: Desert Storm,Conflict: Desert Storm,Conflict: Desert Storm,Conflict: Desert Storm
269,2003,Jaleco,0.0625,6.575,Goblin Commander: Unleash the Horde,Jazz Jackrabbit,Karnaaj Rally,Super Bubble Pop
270,2003,Kemco,0.065,4.199999999999999,Batman: Dark Tomorrow,Rogue Ops,Rogue Ops,Batman: Dark Tomorrow
271,2003,Konami,0.34375,6.625,Castlevania: Lament of Innocence,Disney Sports Motocross,Castlevania: Aria of Sorrow,Yu-Gi-Oh! The Falsebound Kingdom
272,2003,LucasArts,1.02,8.666666666666666,Star Wars: Knights of the Old Republic,Gladius,Star Wars: Knights of the Old Republic,Gladius
273,2003,Majesco,0.19333333333333336,6.133333333333333,Battlebots: Design & Destroy,BlowOut,Iridion II,Battlebots: Design & Destroy
274,2003,Microsoft Game Studios,0.5125,8.175,PGR: Project Gotham Racing 2,Halo: Combat Evolved,PGR: Project Gotham Racing 2,Kung Fu Chaos
275,2003,Midway Games,0.07,6.5,Midway Arcade Treasures,RoadKill,MLB SlugFest 20-04,Justice League: Chronicles
276,2003,NEC Interchannel,0.02,5.9,Tube Slider,Tube Slider,Tube Slider,Tube Slider
277,2003,Namco,0.5425,7.95,SoulCalibur II,SoulCalibur II(JP sales),SoulCalibur II(JP sales),R: Racing Evolution
278,2003,Natsume,0.22333333333333336,6.6000000000000005,Harvest Moon: Friends of Mineral Town,CIMA: The Enemy,Harvest Moon: Friends of Mineral Town,Medabots: Infinity
279,2003,Nintendo,0.5750000000000001,7.783333333333334,Fire Emblem: The Blazing Blade,Hamtaro: Ham-Ham Heartbreak,Advance Wars 2: Black Hole Rising,Pokémon Channel
280,2003,Rockstar Games,2.563333333333333,8.066666666666666,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Manhunt,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Max Payne 2: The Fall of Max Payne
281,2003,Sega,0.45199999999999996,7.840000000000001,The Incredible Hulk,Skies of Arcadia Legends,Virtua Fighter 4: Evolution,The Incredible Hulk
282,2003,Sierra Entertainment,0.195,6.55,The Hobbit,Homeworld 2,Homeworld 2,The Hobbit
283,2003,Sony Computer Entertainment,1.3225,7.675,The Getaway,Arc the Lad: Twilight of the Spirits,Dark Cloud 2,Primal
284,2003,TDK Mediactive,0.1,4.640000000000001,Corvette,Aquaman: Battle for Atlantis,Jim Henson's the Muppets: On With the Show!,Aquaman: Battle for Atlantis
285,2003,THQ,0.6909090909090909,6.645454545454545,SpongeBob SquarePants: Battle for Bikini Bottom,Buffy the Vampire Slayer: Wrath of the Darkhul King,Sphinx and the Cursed Mummy,Buffy the Vampire Slayer: Wrath of the Darkhul King
286,2003,Tecmo,0.375,7.199999999999999,Dead or Alive Xtreme Beach Volleyball,Fatal Frame II: Crimson Butterfly,Fatal Frame II: Crimson Butterfly,Dead or Alive Xtreme Beach Volleyball
287,2003,Ubisoft,0.531,6.18,Prince of Persia: The Sands of Time,Charlie's Angels,Prince of Persia: The Sands of Time,Charlie's Angels
288,2003,Universal Interactive,0.19,7.3,Hulk,Hulk,Hulk,Hulk
289,2003,VU Games,5.69,7.7,The Simpsons: Hit & Run,The Simpsons: Hit & Run,The Simpsons: Hit & Run,The Simpsons: Hit & Run
290,2003,Vivendi Games,0.61,7.866666666666667,Crash Bandicoot 2: N-Tranced,Bruce Lee: Return of the Legend,Bruce Lee: Return of the Legend,Crash Bandicoot 2: N-Tranced
291,2004,Acclaim Entertainment,0.07,7.5,Worms 3D,Worms 3D,Worms 3D,Worms 3D
292,2004,Activision,2.5716666666666668,7.349999999999999,Spider-Man 2,Rome: Total War,Rome: Total War,Shrek 2
293,2004,Atari,0.3190909090909091,6.418181818181818,Transformers,Mission: Impossible - Operation Surma,Unreal Tournament 2004,Beyblade G-Revolution
294,2004,Atlus,0.08,7.8,Shining Force: Resurrection of the Dark Dragon,Shining Force: Resurrection of the Dark Dragon,Shining Force: Resurrection of the Dark Dragon,Shining Force: Resurrection of the Dark Dragon
295,2004,Bandai,0.16799999999999998,6.459999999999999,Ghost in the Shell: Stand Alone Complex,Gundam Seed: Battle Assault,Galactic Wrestling: Featuring Ultimate Muscle,Ghost in the Shell: Stand Alone Complex
296,2004,Capcom,0.15,6.625,Mega Man Anniversary Collection,Crimson Tears,Mega Man Anniversary Collection,Crimson Tears
297,2004,Codemasters,0.26,7.0,Second Sight,Second Sight,Second Sight,Second Sight
298,2004,Crave Entertainment,0.0375,4.875,Intellivision Lives!,Future Tactics: The Uprising,Future Tactics: The Uprising,Trigger Man
299,2004,"Destination Software, Inc",0.02,7.5,Kill.switch,Kill.switch,Kill.switch,Kill.switch
300,2004,Disney Interactive Studios,0.41500000000000004,6.65,Disney's Kim Possible 2: Drakken's Demise,Disney's Home on the Range,Disney's Kim Possible 2: Drakken's Demise,Disney's Home on the Range
301,2004,EA Sports,2.43,8.675,Madden NFL 2005,MVP Baseball 2004,Madden NFL 2005,FIFA Soccer 2005
302,2004,EA Sports BIG,0.275,8.25,NFL Street,NFL Street 2,NFL Street,NFL Street 2
303,2004,Eidos Interactive,0.19,8.1,R-Type Final,R-Type Final,R-Type Final,R-Type Final
304,2004,Electronic Arts,2.038888888888889,6.877777777777777,Need for Speed Underground 2,The Lord of the Rings: The Third Age,Burnout 3: Takedown,Catwoman
305,2004,Empire Interactive,0.06,5.5,Bubble Bobble: Old & New,Bubble Bobble: Old & New,Bubble Bobble: Old & New,Bubble Bobble: Old & New
306,2004,Global Star Software,0.02,7.1,Scaler,School Tycoon,Scaler,School Tycoon
307,2004,Gotham Games,0.04,6.9,Conflict: Desert Storm II - Back to Bagdhad,Conflict: Desert Storm II - Back to Bagdhad,Conflict: Desert Storm II - Back to Bagdhad,Conflict: Desert Storm II - Back to Bagdhad
308,2004,Hip Interactive,0.0575,4.95,Fear Factor: Unleashed,CT Special Forces 2: Back in the Trenches,CT Special Forces 2: Back in the Trenches,Fear Factor: Unleashed
309,2004,Interplay,0.68,7.8,Baldur's Gate: Dark Alliance II,Baldur's Gate: Dark Alliance II,Baldur's Gate: Dark Alliance II,Baldur's Gate: Dark Alliance II
310,2004,Knowledge Adventure,0.02,6.0,Barbie as the Princess and the Pauper,Barbie as the Princess and the Pauper,Barbie as the Princess and the Pauper,Barbie as the Princess and the Pauper
311,2004,Konami,0.146,6.44,King Arthur,Boktai 2: Solar Boy Django,Boktai 2: Solar Boy Django,Teenage Mutant Ninja Turtles 2: Battle Nexus
312,2004,LucasArts,3.61,8.1,Star Wars Battlefront,Star Wars Battlefront,Star Wars Battlefront,Star Wars Battlefront
313,2004,Mad Catz,0.2,2.5,MC Groovz Dance Craze,MC Groovz Dance Craze,MC Groovz Dance Craze,MC Groovz Dance Craze
314,2004,Majesco,0.05333333333333334,5.733333333333333,Bomberman Jetters,Bookworm,Bomberman Jetters,Cartoon Network Block Party
315,2004,Mastiff,0.01,2.9,Space Raiders,Space Raiders,Space Raiders,Space Raiders
316,2004,Microsoft Game Studios,0.105,7.0,Blinx 2: Masters of Time & Space,Zoo Tycoon 2,Zoo Tycoon 2,Blinx 2: Masters of Time & Space
317,2004,Midway Games,1.05,7.5,Mortal Kombat: Deception,Midway Arcade Treasures 2,Shadow Hearts: Covenant,Midway Arcade Treasures 2
318,2004,Namco,0.23666666666666666,6.8500000000000005,Katamari Damacy,Dead to Rights,Katamari Damacy,Dead to Rights
319,2004,Natsume,0.79,8.2,Harvest Moon: A Wonderful Life,Harvest Moon: A Wonderful Life,Harvest Moon: A Wonderful Life,Harvest Moon: A Wonderful Life
320,2004,Nintendo,0.35764705882352943,6.923529411764706,Donkey Kong Country 2,Classic NES Series: Metroid,Metroid: Zero Mission,Classic NES Series: Metroid
321,2004,O3 Entertainment,0.09,8.3,Alien Hominid,Alien Hominid,Alien Hominid,Alien Hominid
322,2004,Sega,0.10600000000000001,7.779999999999999,Feel the Magic XY/XX,Puyo Pop Fever,Astro Boy: Omega Factor,Amazing Island
323,2004,Sony Computer Entertainment,1.53,7.75,SingStar,ATV Offroad Fury 3,SingStar,ATV Offroad Fury 3
324,2004,Sony Online Entertainment,1.28,8.5,Champions of Norrath,Champions of Norrath,Champions of Norrath,Champions of Norrath
325,2004,Square Enix,0.38,7.0,Final Fantasy XI: Online,Final Fantasy XI: Chains of Promathia,Final Fantasy XI: Chains of Promathia,Final Fantasy XI: Online
326,2004,THQ,1.105,5.79,The Incredibles,The Polar Express,WWE Day of Reckoning,The Polar Express
327,2004,Tecmo,0.275,8.399999999999999,Dead or Alive Ultimate,Fatal Frame II: Crimson Butterfly Director's Cut,Fatal Frame II: Crimson Butterfly Director's Cut,Dead or Alive Ultimate
328,2004,The Adventure Company,0.02,7.5,Syberia II,Syberia II,Syberia II,Syberia II
329,2004,Ubisoft,0.49000000000000005,6.68,Tom Clancy's Splinter Cell: Pandora Tomorrow,Advance Guardian Heroes,Prince of Persia: Warrior Within,Asphalt: Urban GT
330,2004,VU Games,0.29,6.4,Spyro: A Hero's Tail,Spyro: A Hero's Tail,Spyro: A Hero's Tail,Spyro: A Hero's Tail
331,2004,Vivendi Games,0.64,6.7,Crash Bandicoot Purple: Ripto's Rampage,Crash Bandicoot Purple: Ripto's Rampage,Crash Bandicoot Purple: Ripto's Rampage,Crash Bandicoot Purple: Ripto's Rampage
332,2005,2K Sports,0.24,7.25,College Hoops 2K6,NHL 2K6,NBA 2K6,College Hoops 2K6
333,2005,Activision,1.0357142857142858,6.857142857142857,Madagascar,Cabela's Dangerous Hunts 2,Tony Hawk's Underground 2 Remix,World Series of Poker
334,2005,Agetec,0.06666666666666667,6.966666666666666,Wild ARMs: Alter Code F,Armored Core: Formula Front Extreme Battle,Wild ARMs: Alter Code F,Armored Core: Formula Front Extreme Battle
335,2005,Atari,0.264,6.74,The Matrix: Path of Neo,Act of War: Direct Action,Act of War: Direct Action,Backyard NFL Football 2006
336,2005,Atlus,0.16166666666666665,7.633333333333333,Trauma Center: Under the Knife,Shin Megami Tensei: Digital Devil Saga 2,Riviera: The Promised Land,Magna Carta: Tears of Blood
337,2005,BAM! Entertainment,0.0,6.8,A Sound of Thunder,A Sound of Thunder,A Sound of Thunder,A Sound of Thunder
338,2005,Bandai,0.0675,5.875,Digimon World 4,Zatch Bell! Electric Arena,Zatch Bell! Mamodo Battles,Zatch Bell! Electric Arena
339,2005,Buena Vista,0.7275,6.025,Disney's Chicken Little,Disney's Cinderella: Magical Dreams,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Herbie: Fully Loaded
340,2005,Capcom,0.26125,6.8,Phoenix Wright: Ace Attorney,Disney's Magical Quest 3 Starring Mickey and Donald,Phoenix Wright: Ace Attorney,Resident Evil Outbreak File #2
341,2005,Crave Entertainment,0.16333333333333333,5.8999999999999995,Pinball Hall of Fame: The Gottlieb Collection,The Bible Game,Pinball Hall of Fame: The Gottlieb Collection,The Bible Game
342,2005,DSI Games,0.035,4.5,Big Mutha Truckers,Gauntlet / Rampart,Big Mutha Truckers,Gauntlet / Rampart
343,2005,"Destination Software, Inc",0.07,5.6,Centipede / Breakout / Warlords,Centipede / Breakout / Warlords,Centipede / Breakout / Warlords,Centipede / Breakout / Warlords
344,2005,Disney Interactive Studios,0.46,9.0,Disney's Kim Possible 3: Team Possible,Disney's Kim Possible 3: Team Possible,Disney's Kim Possible 3: Team Possible,Disney's Kim Possible 3: Team Possible
345,2005,DreamCatcher Interactive,0.07,6.8,Obscure,Obscure,Obscure,Obscure
346,2005,EA Sports,1.8642857142857143,7.357142857142857,Madden NFL 06,FIFA 06: Road to FIFA World Cup,MVP Baseball 2005,FIFA 06: Road to FIFA World Cup
347,2005,EA Sports BIG,0.23,8.2,SSX on Tour,SSX on Tour,SSX on Tour,SSX on Tour
348,2005,Eidos Interactive,7.26,7.4,LEGO Star Wars: The Video Game,LEGO Star Wars: The Video Game,LEGO Star Wars: The Video Game,LEGO Star Wars: The Video Game
349,2005,Electronic Arts,1.0465,7.0,Need for Speed: Most Wanted,The Sims 2 Holiday Edition,Half-Life 2,The Sims 2 Holiday Edition
350,2005,Global Star Software,0.09,5.35,Charlie and the Chocolate Factory,Mall Tycoon 3,Mall Tycoon 3,Charlie and the Chocolate Factory
351,2005,Hot-B,0.03,7.2,Graffiti Kingdom,Graffiti Kingdom,Graffiti Kingdom,Graffiti Kingdom
352,2005,Ignition Entertainment,0.25333333333333335,5.433333333333334,Archer Maclean's Mercury,Elf Bowling 1 & 2,Archer Maclean's Mercury,Elf Bowling 1 & 2
353,2005,Kemco,0.02,4.9,Top Gear RPM Tuning,Top Gear RPM Tuning,Top Gear RPM Tuning,Top Gear RPM Tuning
354,2005,Konami,0.6508333333333334,6.658333333333334,World Soccer Winning Eleven 8 International,Rave Master,World Soccer Winning Eleven 8 International,TMNT: Mutant Melee
355,2005,Lionhead Studios,0.04,8.2,The Movies,The Movies,The Movies,The Movies
356,2005,LucasArts,4.81,6.9,Star Wars Battlefront II,Star Wars Battlefront II,Star Wars Battlefront II,Star Wars Battlefront II
357,2005,Majesco,0.15666666666666665,8.033333333333333,Psychonauts,Phantom Dust,Psychonauts,Infected
358,2005,Microsoft Game Studios,0.5457142857142857,8.314285714285715,Forza Motorsport,Zoo Tycoon 2: Endangered Species,Forza Motorsport,Zoo Tycoon 2: Endangered Species
359,2005,Midway Games,0.6042857142857143,6.285714285714286,Blitz: The League,Midway Arcade Treasures 3,Mortal Kombat: Shaolin Monks,"Ed, Edd n Eddy: The Mis-Edventures"
360,2005,NIS America,0.135,7.550000000000001,Atelier Iris: Eternal Mana,Makai Kingdom: Chronicles of the Sacred Tome,Makai Kingdom: Chronicles of the Sacred Tome,Atelier Iris: Eternal Mana
361,2005,Namco,0.238,7.090000000000001,Namco Museum Battle Collection,Hugo: The Evil Mirror,We Love Katamari,Dead to Rights: Reckoning
362,2005,Natsume,0.22,7.85,Harvest Moon: Another Wonderful Life,Harvest Moon: More Friends of Mineral Town,Harvest Moon: More Friends of Mineral Town,Harvest Moon: Another Wonderful Life
363,2005,Nintendo,0.4889473684210527,7.373684210526315,Donkey Kong Jungle Beat,Dance Dance Revolution: Mario Mix (JP sales),Advance Wars: Dual Strike,Dynasty Warriors Advance
364,2005,Rockstar Games,5.946666666666666,8.233333333333333,Grand Theft Auto: Liberty City Stories,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,Midnight Club 3: DUB Edition
365,2005,Sega,0.418,6.44,Shadow The Hedgehog,Virtua Quest,Gunstar Super Heroes,Shadow The Hedgehog
366,2005,Sony Computer Entertainment,0.6527777777777778,7.127777777777778,Shadow of the Colossus,F1 Grand Prix,Shadow of the Colossus,Gretzky NHL 06
367,2005,Sony Online Entertainment,0.6066666666666667,6.533333333333334,Untold Legends: Brotherhood of the Blade,Frantix,Champions: Return to Arms,Frantix
368,2005,Square Enix,0.61,8.6,Final Fantasy IV Advance,Final Fantasy IV Advance,Final Fantasy IV Advance,Final Fantasy IV Advance
369,2005,THQ,0.7275,6.5875,WWE SmackDown! vs. Raw 2006,Banjo-Pilot,WWE SmackDown! vs. Raw 2006,The Fairly Odd Parents: Clash with the Anti-World
370,2005,Tecmo,0.08499999999999999,8.6,Ninja Gaiden Black,Fatal Frame III: The Tormented,Ninja Gaiden Black,Fatal Frame III: The Tormented
371,2005,Tecmo Koei,0.51,6.6,Dynasty Warriors,Dynasty Warriors,Dynasty Warriors,Dynasty Warriors
372,2005,The Adventure Company,0.0,6.4,Still Life,Still Life,Still Life,Still Life
373,2005,Ubisoft,0.3216666666666667,6.241666666666667,Tom Clancy's Splinter Cell: Chaos Theory,"Crouching Tiger, Hidden Dragon",Prince of Persia: The Two Thrones,Dogz
374,2005,VU Games,0.14250000000000002,6.875,Crash Tag Team Racing,Empire Earth II,The Incredible Hulk: Ultimate Destruction,Robots
375,2006,2K Games,0.275,6.85,Prey,Family Guy,Prey,Family Guy
376,2006,2K Sports,0.812,7.0200000000000005,NBA 2K7,NHL 2K7,NBA 2K7,Top Spin 2
377,2006,Activision,1.8466666666666667,5.477777777777778,Call of Duty 3,Greg Hastings' Tournament Paintball Max'd,Activision Hits: Remixed,Greg Hastings' Tournament Paintball Max'd
378,2006,Aspyr,0.0,7.8,Dreamfall: The Longest Journey,Dreamfall: The Longest Journey,SpellForce 2: Shadow Wars,Dreamfall: The Longest Journey
379,2006,Atari,0.186,7.279999999999999,Test Drive Unlimited,Act of War: High Treason,Neverwinter Nights 2,Tycoon City: New York
380,2006,Atlus,0.08833333333333333,6.8,Trauma Center: Second Opinion,Battle B-Daman,Trauma Center: Second Opinion,Rule of Rose
381,2006,Bethesda Softworks,0.1999999999999999,5.3,Star Trek: Legacy,Star Trek: Legacy,Star Trek: Legacy,Star Trek: Legacy
382,2006,Buena Vista,0.8475,6.2,Hannah Montana,Disney's Chicken Little: Ace In Action,Lumines ll,Pirates of the Caribbean: Dead Man's Chest
383,2006,Capcom,0.24,7.529999999999999,Mega Man X Collection,Capcom Classics Mini Mix,Mega Man Powered Up,Capcom Classics Mini Mix
384,2006,Codemasters,0.01,6.2,LMA Manager 2007,LMA Manager 2007,LMA Manager 2007,LMA Manager 2007
385,2006,Crave Entertainment,0.1366666666666667,5.0,Puzzle Challenge: Crosswords and More!,Dave Mirra BMX Challenge,Puzzle Challenge: Crosswords and More!,Dave Mirra BMX Challenge
386,2006,D3 Publisher,1.04,7.4,Naruto: Clash of Ninja 2,Naruto: Clash of Ninja 2,Naruto: Clash of Ninja 2,Naruto: Clash of Ninja 2
387,2006,DTMC,0.0,7.8,Championship Manager 2006,Championship Manager 2006,Championship Manager 2006,Championship Manager 2006
388,2006,EA Sports,2.3120000000000003,6.709999999999999,FIFA 07 Soccer,FIFA World Cup: Germany 2006,NCAA Football 07,FIFA World Cup: Germany 2006
389,2006,EA Sports BIG,0.20500000000000002,5.800000000000001,NFL Street 3,FIFA Street 2,NFL Street 3,FIFA Street 2
390,2006,Eidos Interactive,0.53,6.34,Tomb Raider: Legend,Reservoir Dogs,Hitman: Blood Money,Bionicle Heroes
391,2006,Electronic Arts,1.656,6.4,Need for Speed Carbon,The Lord of the Rings: The Battle for Middle-Earth II,Def Jam Fight For NY: The Takeover,Superman Returns
392,2006,KOEI,0.44999999999999996,6.066666666666666,Samurai Warriors 2,Samurai Warriors: State of War,Samurai Warriors: State of War,Samurai Warriors 2
393,2006,King Games,0.0,6.7,Big Bumpin',Big Bumpin',Big Bumpin',Big Bumpin'
394,2006,Konami,0.5562499999999999,7.35,World Soccer Winning Eleven 9,Pocket Racers,Metal Gear Solid 3: Subsistence,Bomberman: Act Zero
395,2006,LucasArts,3.7600000000000002,6.15,LEGO Star Wars II: The Original Trilogy,Thrillville,Thrillville,LEGO Star Wars II: The Original Trilogy
396,2006,Majesco,1.5075,5.925,Cooking Mama,Dino Master: Dig Discover Duel,Guilty Gear Judgment,Dino Master: Dig Discover Duel
397,2006,Mastiff,0.01,6.7,Dr. Sudoku,Dr. Sudoku,Dr. Sudoku,Dr. Sudoku
398,2006,Microsoft,0.07,7.4,Xbox Live Arcade Unplugged Volume 1,Xbox Live Arcade Unplugged Volume 1,Xbox Live Arcade Unplugged Volume 1,Xbox Live Arcade Unplugged Volume 1
399,2006,Microsoft Game Studios,0.10999999999999999,6.2,N3: Ninety-Nine Nights,Zoo Tycoon 2: African Adventure,Rise of Nations: Rise of Legends,Zoo Tycoon 2: African Adventure
400,2006,Midway Games,0.3983333333333334,6.683333333333334,Mortal Kombat: Armageddon,The Ant Bully,NBA Ballers: Rebound,The Ant Bully
401,2006,NCSoft,0.02,8.3,Guild Wars: Nightfall,Guild Wars: Factions,Guild Wars: Factions,Guild Wars: Nightfall
402,2006,NIS America,0.15,6.866666666666667,Disgaea 2: Cursed Memories,Atelier Iris 2: The Azoth Of Destiny,Disgaea 2: Cursed Memories,Generation of Chaos
403,2006,Namco,0.195,6.9,Me & My Katamari,Curious George,Me & My Katamari,Curious George
404,2006,Namco Bandai,0.08,4.6,Shonen Jump's One Piece: Pirates Carnival,Shonen Jump's One Piece: Pirates Carnival,Shonen Jump's One Piece: Pirates Carnival,Shonen Jump's One Piece: Pirates Carnival
405,2006,Natsume,0.275,6.1,Harvest Moon: Magical Melody,Ruff Trigger: The Vanocore Conspiracy,Harvest Moon: Magical Melody,Ruff Trigger: The Vanocore Conspiracy
406,2006,Nintendo,0.22454545454545458,7.0636363636363635,Excite Truck,bit Generations: Boundish,Final Fantasy V Advance,bit Generations: Boundish
407,2006,RedOctane,7.33,9.2,Guitar Hero II,Guitar Hero II,Guitar Hero II,Guitar Hero II
408,2006,Rockstar Games,3.545,7.6,Grand Theft Auto: Vice City Stories,Rockstar Games presents Table Tennis,Grand Theft Auto: Vice City Stories,Rockstar Games presents Table Tennis
409,2006,Sega,0.41375,7.5375,Sega Genesis Collection,Football Manager 2006,Worldwide Soccer Manager 2007,Full Auto 2: Battlelines
410,2006,Sierra Entertainment,0.5725,5.525,Ice Age 2: The Meltdown,Scarface: Money. Power. Respect.,The Legend of Spyro: A New Beginning,Eragon
411,2006,Sony Computer Entertainment,0.48928571428571427,7.114285714285714,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,Ape Academy 2,Syphon Filter: Dark Mirror,Gangs of London
412,2006,Sony Online Entertainment,0.245,7.25,Untold Legends: The Warriors Code,Field Commander,Field Commander,Untold Legends: The Warriors Code
413,2006,Square Enix,0.97,5.8,Dirge of Cerberus: Final Fantasy VII,Dirge of Cerberus: Final Fantasy VII,Dirge of Cerberus: Final Fantasy VII,Dirge of Cerberus: Final Fantasy VII
414,2006,THQ,0.7413333333333334,6.42,WWE SmackDown vs. RAW 2007,"Warhammer 40,000: Dawn of War - Dark Crusade",Company of Heroes,Alex Rider: Stormbreaker
415,2006,Tecmo,0.25,5.3,Dead or Alive Xtreme 2,Dead or Alive Xtreme 2,Dead or Alive Xtreme 2,Dead or Alive Xtreme 2
416,2006,Ubisoft,0.5773684210526316,5.957894736842105,Tom Clancy's Rainbow Six: Vegas,Dark Messiah Might and Magic,Far Cry Instincts Predator,GT Pro Series
417,2006,Vivendi Games,0.21500000000000002,7.05,F.E.A.R.,50 Cent: Bulletproof,F.E.A.R.,50 Cent: Bulletproof
418,2006,Warner Bros. Interactive,0.03,8.0,Justice League Heroes: The Flash,Justice League Heroes: The Flash,Justice League Heroes: The Flash,Justice League Heroes: The Flash
419,2006,Xseed Games,0.14,7.1,Shadow Hearts: From The New World,Shadow Hearts: From The New World,Shadow Hearts: From The New World,Wild ARMs 4
420,2007,2K Games,0.8849999999999999,7.566666666666667,BioShock,Jade Empire: Special Edition,BioShock,Ghost Rider
421,2007,2K Sports,0.1875,7.475,MLB Power Pros,Major League Baseball 2K7,MLB Power Pros,Major League Baseball 2K7
422,2007,AQ Interactive,0.21,3.9,Vampire Rain,Vampire Rain,Vampire Rain,Vampire Rain
423,2007,Activision,3.5,5.725,Call of Duty 4: Modern Warfare,Barbie as The Island Princess,Call of Duty 4: Modern Warfare,Transformers: The Game
424,2007,Aksys Games,0.01,5.6,Hoshigami: Ruining Blue Earth Remix,Hoshigami: Ruining Blue Earth Remix,Hoshigami: Ruining Blue Earth Remix,Hoshigami: Ruining Blue Earth Remix
425,2007,Aspyr,0.13,5.7,Supreme Commander,Supreme Commander,Supreme Commander,Supreme Commander
426,2007,Atari,0.21142857142857147,5.642857142857143,Dragon Ball Z: Budokai Tenkaichi 3,Neverwinter Nights 2: Mask of the Betrayer,Neverwinter Nights 2: Mask of the Betrayer,Jenga World Tour
427,2007,Atlus,0.3116666666666667,7.466666666666666,Odin Sphere,Izuna: Legend of the Unemployed Ninja,Shin Megami Tensei: Persona 3,Izuna: Legend of the Unemployed Ninja
428,2007,Bethesda Softworks,2.7100000000000004,8.133333333333333,The Elder Scrolls IV: Oblivion,Star Trek: Conquest,The Elder Scrolls IV: Oblivion,Star Trek: Conquest
429,2007,Capcom,0.382,7.840000000000001,Phoenix Wright: Ace Attorney - Trials and Tribulations,Capcom Puzzle World,Zack & Wiki: Quest for Barbaros' Treasure,Capcom Puzzle World
430,2007,Codemasters,0.5016666666666666,6.316666666666666,DiRT,Brian Lara International Cricket 2007,DiRT,Hospital Tycoon
431,2007,Crave Entertainment,0.16,4.775,Spelling Challenges and more!,Napoleon Dynamite: The Game,Brunswick Pro Bowling,Hard Rock Casino
432,2007,D3 Publisher,0.06,7.5,Earth Defense Force 2017,Dead Head Fred,Dead Head Fred,Earth Defense Force 2017
433,2007,"Destination Software, Inc",0.35,3.0,Chicken Shoot,Chicken Shoot,Chicken Shoot,Chicken Shoot
434,2007,Destineer,0.15,7.5,WordJong,WordJong,WordJong,WordJong
435,2007,Disney Interactive Studios,1.034,6.640000000000001,High School Musical: Makin' the Cut!,Meteos: Disney Magic,High School Musical: Makin' the Cut!,Pirates of the Caribbean: At World's End
436,2007,DreamCatcher Interactive,0.0,3.0,The Mark,The Mark,The Mark,The Mark
437,2007,EA Sports,3.13,7.6,Madden NFL 08,FIFA Soccer 08,FIFA Soccer 08,Madden NFL 08
438,2007,Eidos Interactive,0.6416666666666667,6.333333333333333,Tomb Raider: Anniversary,Battlestations: Midway,Battlestations: Midway,Pocket Pool
439,2007,Electronic Arts,1.8764285714285713,6.95,MySims,The Godfather: Blackhand Edition,Mass Effect,Harry Potter and the Order of the Phoenix
440,2007,Focus Home Interactive,0.0,6.0,Sherlock Holmes: The Awakened,Sherlock Holmes: The Awakened,Sherlock Holmes: The Awakened,Sherlock Holmes: The Awakened
441,2007,Game Factory,0.03,2.9,Legend of the Dragon,Legend of the Dragon,Legend of the Dragon,Legend of the Dragon
442,2007,Gamecock,0.17,7.5,Dementium: The Ward,Dementium: The Ward,Dementium: The Ward,Dementium: The Ward
443,2007,Global Star Software,4.06,4.2,Carnival Games,Carnival Games,Carnival Games,Carnival Games
444,2007,Got Game Entertainment,0.0,6.9,Penumbra: Overture,Penumbra: Overture,Penumbra: Overture,Penumbra: Overture
445,2007,Ignition Entertainment,0.17,8.0,Mercury Meltdown Revolution,Mercury Meltdown Revolution,Mercury Meltdown Revolution,Mercury Meltdown Revolution
446,2007,KOEI,0.37,5.8,Bladestorm: The Hundred Years' War,Bladestorm: The Hundred Years' War,Bladestorm: The Hundred Years' War,Bladestorm: The Hundred Years' War
447,2007,Konami,1.06,7.257142857142857,Winning Eleven: Pro Evolution Soccer 2007,Winx Club: Join the Club,Lunar Knights,Winx Club: Join the Club
